client_id,age,sex,city_type,education_level,household_size,residence_type,marital_status,dependents_count
9859,70,F,urban,secondary,5,owned,mature,4
9860,23,F,rural,technical,7,owned,single,6
9861,70,M,urban,university,6,family,mature,5
9862,42,F,urban,technical,5,owned,mid_family,4
9863,72,F,urban,secondary,1,rented,mature,0
9864,74,F,urban,technical,6,owned,mature,5
9865,22,F,urban,secondary,7,rented,single,6
9866,53,M,urban,secondary,4,rented,senior_family,3
9867,19,F,urban,secondary,5,rented,single,4
9868,36,F,rural,primary,3,rented,mid_family,2
9869,72,F,urban,primary,4,family,mature,3
9870,74,F,urban,secondary,7,rented,mature,6
9871,25,M,urban,secondary,2,owned,young_family,1
9872,74,M,urban,primary,3,owned,mature,2
9873,28,M,urban,university,7,owned,young_family,6
9874,37,F,urban,university,3,other,mid_family,2
9875,47,M,urban,secondary,5,family,senior_family,4
9876,30,M,urban,technical,5,owned,young_family,4
9877,21,F,urban,technical,4,owned,single,3
9878,29,M,urban,primary,2,rented,young_family,1
9879,21,F,urban,primary,3,owned,single,2
9880,51,F,urban,technical,4,rented,senior_family,3
9881,54,M,urban,secondary,6,family,senior_family,5
9882,35,F,urban,secondary,5,owned,mid_family,4
9883,65,F,urban,technical,3,family,mature,2
9884,62,M,urban,university,4,family,pre_mature,3
9885,37,F,rural,primary,5,rented,mid_family,4
9886,38,M,urban,secondary,4,owned,mid_family,3
9887,40,F,urban,technical,7,rented,mid_family,6
9888,52,F,urban,technical,6,family,senior_family,5
9889,65,M,urban,university,4,owned,mature,3
9890,32,F,urban,secondary,4,owned,young_family,3
9891,36,M,rural,technical,1,owned,mid_family,0
9892,45,F,urban,primary,4,family,senior_family,3
9893,32,F,rural,primary,6,owned,young_family,5
9894,55,F,urban,primary,7,rented,pre_mature,6
9895,22,M,urban,university,7,rented,single,6
9896,74,M,urban,technical,2,owned,mature,1
9897,34,F,rural,secondary,4,other,young_family,3
9898,35,M,urban,technical,1,rented,mid_family,0
9899,33,M,urban,university,7,rented,young_family,6
9900,61,M,urban,technical,2,rented,pre_mature,1
9901,27,M,rural,none,4,owned,young_family,3
9902,52,M,urban,primary,6,family,senior_family,5
9903,56,M,rural,primary,3,rented,pre_mature,2
9904,61,M,urban,technical,2,rented,pre_mature,1
9905,48,F,rural,university,3,owned,senior_family,2
9906,52,F,urban,secondary,2,rented,senior_family,1
9907,43,M,rural,secondary,6,rented,mid_family,5
9908,24,F,urban,technical,3,rented,single,2
9909,18,F,urban,none,5,owned,single,4
9910,31,M,urban,secondary,6,rented,young_family,5
9911,58,M,urban,primary,6,owned,pre_mature,5
9912,58,F,urban,secondary,1,owned,pre_mature,0
9913,52,M,urban,primary,4,family,senior_family,3
9914,60,M,urban,university,5,owned,pre_mature,4
9915,63,F,rural,secondary,7,family,pre_mature,6
9916,53,M,rural,university,1,rented,senior_family,0
9917,45,F,urban,secondary,7,rented,senior_family,6
9918,29,M,urban,technical,1,owned,young_family,0
9919,24,M,urban,primary,7,family,single,6
9920,24,F,urban,primary,3,family,single,2
9921,24,F,urban,none,4,rented,single,3
9922,59,F,urban,university,7,owned,pre_mature,6
9923,56,F,rural,none,5,rented,pre_mature,4
9924,54,F,urban,none,1,owned,senior_family,0
9925,46,M,urban,secondary,5,rented,senior_family,4
9926,49,F,urban,university,2,owned,senior_family,1
9927,32,F,urban,technical,5,owned,young_family,4
9928,19,F,urban,primary,4,rented,single,3
9929,65,F,urban,secondary,5,owned,mature,4
9930,53,F,urban,secondary,5,rented,senior_family,4
9931,72,M,urban,university,6,owned,mature,5
9932,62,M,rural,secondary,1,owned,pre_mature,0
9933,39,F,urban,primary,3,owned,mid_family,2
9934,44,M,urban,primary,2,rented,mid_family,1
9935,39,M,rural,technical,2,rented,mid_family,1
9936,20,M,urban,secondary,6,rented,single,5
9937,29,M,rural,primary,1,rented,young_family,0
9938,34,M,urban,technical,5,rented,young_family,4
9939,68,M,urban,university,6,owned,mature,5
9940,27,M,urban,university,1,rented,young_family,0
9941,20,F,rural,primary,2,owned,single,1
9942,53,F,urban,primary,6,owned,senior_family,5
9943,35,M,urban,secondary,4,owned,mid_family,3
9944,24,M,rural,primary,1,rented,single,0
9945,39,M,rural,technical,2,rented,mid_family,1
9946,20,F,urban,technical,5,rented,single,4
9947,43,F,urban,technical,5,family,mid_family,4
9948,64,M,rural,technical,4,rented,pre_mature,3
9949,50,F,urban,technical,7,owned,senior_family,6
9950,70,M,rural,technical,5,owned,mature,4
9951,74,M,urban,primary,7,owned,mature,6
9952,66,F,rural,technical,5,rented,mature,4
9953,61,M,rural,secondary,7,other,pre_mature,6
9954,51,F,urban,primary,4,other,senior_family,3
9955,22,M,urban,technical,5,rented,single,4
9956,38,F,urban,technical,5,rented,mid_family,4
9957,69,F,rural,technical,7,rented,mature,6
9958,22,F,urban,primary,6,rented,single,5
9959,62,F,urban,university,5,owned,pre_mature,4
9960,40,F,urban,primary,5,rented,mid_family,4
9961,70,M,rural,primary,4,family,mature,3
9962,28,M,urban,secondary,2,owned,young_family,1
9963,42,M,urban,secondary,1,rented,mid_family,0
9964,64,M,rural,primary,7,owned,pre_mature,6
9965,41,F,urban,university,1,family,mid_family,0
9966,65,M,urban,none,6,family,mature,5
9967,38,F,rural,technical,7,rented,mid_family,6
9968,44,F,urban,primary,2,rented,mid_family,1
9969,58,M,urban,technical,4,family,pre_mature,3
9970,35,F,rural,primary,1,owned,mid_family,0
9971,64,F,urban,primary,7,owned,pre_mature,6
9972,57,M,urban,secondary,1,owned,pre_mature,0
9973,67,F,urban,secondary,3,owned,mature,2
9974,53,M,urban,primary,2,rented,senior_family,1
9975,67,M,urban,university,3,owned,mature,2
9976,51,M,urban,secondary,5,owned,senior_family,4
9977,44,M,urban,primary,7,owned,mid_family,6
9978,70,M,urban,technical,1,owned,mature,0
9979,42,F,rural,primary,2,owned,mid_family,1
9980,33,F,urban,university,5,rented,young_family,4
9981,64,M,rural,technical,4,rented,pre_mature,3
9982,36,M,urban,secondary,5,rented,mid_family,4
9983,19,F,urban,technical,2,owned,single,1
9984,21,M,urban,secondary,1,owned,single,0
9985,59,F,rural,primary,5,rented,pre_mature,4
9986,30,M,urban,primary,2,rented,young_family,1
9987,39,M,urban,secondary,6,owned,mid_family,5
9988,44,M,rural,university,5,owned,mid_family,4
9989,39,F,rural,technical,5,rented,mid_family,4
9990,64,F,urban,technical,3,owned,pre_mature,2
9991,66,F,urban,secondary,7,owned,mature,6
9992,28,M,urban,technical,3,rented,young_family,2
9993,21,F,rural,secondary,1,rented,single,0
9994,47,M,rural,primary,5,rented,senior_family,4
9995,66,M,urban,primary,6,owned,mature,5
9996,35,M,urban,university,2,rented,mid_family,1
9997,40,M,rural,none,6,rented,mid_family,5
9998,62,M,urban,university,3,rented,pre_mature,2
9999,42,F,urban,university,1,owned,mid_family,0
10000,54,M,urban,primary,2,rented,senior_family,1
10001,68,F,rural,university,7,owned,mature,6
10002,21,F,urban,secondary,6,rented,single,5
10003,20,F,urban,university,6,family,single,5
10004,27,F,urban,secondary,1,owned,young_family,0
10005,47,F,urban,secondary,6,rented,senior_family,5
10006,61,M,rural,technical,4,family,pre_mature,3
10007,25,M,rural,secondary,3,rented,young_family,2
10008,56,F,rural,primary,7,rented,pre_mature,6
10009,22,M,urban,secondary,2,rented,single,1
10010,24,M,urban,secondary,5,rented,single,4
10011,71,M,urban,technical,2,family,mature,1
10012,35,F,urban,none,4,rented,mid_family,3
10013,41,F,rural,university,5,owned,mid_family,4
10014,33,M,urban,secondary,2,rented,young_family,1
10015,37,M,urban,secondary,6,rented,mid_family,5
10016,44,F,urban,university,4,owned,mid_family,3
10017,29,F,urban,secondary,1,rented,young_family,0
10018,19,M,rural,secondary,2,owned,single,1
10019,57,M,rural,technical,6,owned,pre_mature,5
10020,48,F,urban,primary,7,rented,senior_family,6
10021,48,M,urban,university,7,owned,senior_family,6
10022,27,F,urban,technical,7,owned,young_family,6
10023,58,M,urban,technical,6,owned,pre_mature,5
10024,59,F,urban,primary,6,rented,pre_mature,5
10025,45,F,urban,secondary,5,rented,senior_family,4
10026,49,M,rural,secondary,1,rented,senior_family,0
10027,39,M,urban,primary,4,owned,mid_family,3
10028,62,F,urban,technical,7,rented,pre_mature,6
10029,70,F,urban,secondary,1,owned,mature,0
10030,53,M,urban,secondary,5,rented,senior_family,4
10031,23,M,urban,secondary,1,other,single,0
10032,69,F,rural,secondary,7,owned,mature,6
10033,49,F,urban,technical,5,rented,senior_family,4
10034,72,F,urban,university,5,family,mature,4
10035,59,F,urban,secondary,4,family,pre_mature,3
10036,53,F,rural,technical,2,rented,senior_family,1
10037,36,F,urban,secondary,5,rented,mid_family,4
10038,53,M,urban,primary,2,owned,senior_family,1
10039,30,F,urban,none,4,rented,young_family,3
10040,38,F,urban,primary,2,owned,mid_family,1
10041,54,F,urban,secondary,3,owned,senior_family,2
10042,71,F,urban,secondary,4,rented,mature,3
10043,48,F,urban,secondary,7,owned,senior_family,6
10044,64,M,urban,secondary,2,rented,pre_mature,1
10045,42,F,urban,university,4,family,mid_family,3
10046,32,M,urban,primary,1,rented,young_family,0
10047,23,F,rural,primary,7,rented,single,6
10048,33,M,rural,university,7,owned,young_family,6
10049,24,F,rural,primary,4,owned,single,3
10050,60,M,urban,technical,5,rented,pre_mature,4
10051,23,F,urban,secondary,7,rented,single,6
10052,38,M,urban,primary,4,rented,mid_family,3
10053,68,M,urban,primary,5,family,mature,4
10054,64,M,urban,university,2,family,pre_mature,1
10055,65,M,urban,secondary,5,rented,mature,4
10056,70,M,urban,technical,7,rented,mature,6
10057,47,M,urban,secondary,6,rented,senior_family,5
10058,24,F,urban,primary,5,family,single,4
10059,30,F,rural,secondary,2,owned,young_family,1
10060,47,M,urban,secondary,7,family,senior_family,6
10061,29,M,urban,secondary,1,rented,young_family,0
10062,68,M,rural,technical,3,rented,mature,2
10063,42,F,rural,technical,5,family,mid_family,4
10064,49,M,urban,secondary,6,owned,senior_family,5
10065,24,F,urban,university,6,family,single,5
10066,26,F,urban,university,1,owned,young_family,0
10067,63,M,urban,primary,4,rented,pre_mature,3
10068,63,F,urban,university,5,other,pre_mature,4
10069,52,M,urban,secondary,7,other,senior_family,6
10070,29,F,rural,technical,1,owned,young_family,0
10071,44,M,rural,technical,5,rented,mid_family,4
10072,46,F,urban,secondary,7,owned,senior_family,6
10073,32,F,urban,technical,7,rented,young_family,6
10074,73,M,urban,primary,3,rented,mature,2
10075,42,F,urban,primary,3,rented,mid_family,2
10076,68,F,rural,technical,7,rented,mature,6
10077,47,F,urban,secondary,1,rented,senior_family,0
10078,52,M,urban,primary,4,owned,senior_family,3
10079,73,M,urban,secondary,5,owned,mature,4
10080,26,F,urban,secondary,6,family,young_family,5
10081,51,M,urban,primary,2,owned,senior_family,1
10082,40,F,rural,none,4,rented,mid_family,3
10083,29,F,urban,primary,7,owned,young_family,6
10084,31,M,urban,secondary,4,rented,young_family,3
10085,28,M,urban,secondary,7,rented,young_family,6
10086,56,M,urban,technical,5,owned,pre_mature,4
10087,53,M,urban,technical,2,family,senior_family,1
10088,61,F,urban,primary,7,owned,pre_mature,6
10089,64,F,rural,technical,6,other,pre_mature,5
10090,53,M,urban,technical,2,family,senior_family,1
10091,36,F,rural,secondary,7,owned,mid_family,6
10092,52,F,urban,technical,5,family,senior_family,4
10093,52,M,urban,primary,2,owned,senior_family,1
10094,35,M,urban,primary,5,rented,mid_family,4
10095,68,F,urban,secondary,1,rented,mature,0
10096,43,M,urban,primary,3,owned,mid_family,2
10097,45,M,urban,secondary,7,rented,senior_family,6
10098,73,M,rural,secondary,3,rented,mature,2
10099,44,F,rural,primary,5,owned,mid_family,4
10100,69,F,urban,technical,1,rented,mature,0
10101,38,F,urban,secondary,3,rented,mid_family,2
10102,58,F,rural,primary,3,owned,pre_mature,2
10103,72,M,rural,secondary,1,owned,mature,0
10104,67,M,urban,secondary,3,owned,mature,2
10105,28,F,urban,secondary,3,rented,young_family,2
10106,58,M,urban,secondary,4,owned,pre_mature,3
10107,30,M,urban,secondary,6,owned,young_family,5
10108,54,M,rural,primary,5,rented,senior_family,4
10109,60,M,urban,secondary,6,rented,pre_mature,5
10110,61,F,urban,university,1,rented,pre_mature,0
10111,67,M,urban,secondary,7,family,mature,6
10112,32,M,urban,technical,1,owned,young_family,0
10113,26,F,rural,university,6,owned,young_family,5
10114,72,M,rural,secondary,2,rented,mature,1
10115,55,M,rural,primary,5,rented,pre_mature,4
10116,42,M,urban,technical,7,rented,mid_family,6
10117,42,F,rural,secondary,3,other,mid_family,2
10118,20,F,rural,primary,7,rented,single,6
10119,74,F,rural,technical,6,rented,mature,5
10120,28,M,urban,technical,6,owned,young_family,5
10121,57,M,urban,university,2,owned,pre_mature,1
10122,55,F,urban,technical,3,owned,pre_mature,2
10123,72,F,urban,secondary,7,rented,mature,6
10124,55,M,urban,secondary,7,rented,pre_mature,6
10125,70,F,urban,university,7,rented,mature,6
10126,48,F,urban,secondary,6,owned,senior_family,5
10127,48,M,rural,secondary,5,rented,senior_family,4
10128,46,F,rural,secondary,7,rented,senior_family,6
10129,70,F,rural,technical,2,owned,mature,1
10130,54,M,rural,university,4,rented,senior_family,3
10131,69,F,urban,primary,3,family,mature,2
10132,59,M,rural,primary,7,owned,pre_mature,6
10133,49,F,urban,secondary,3,owned,senior_family,2
10134,29,M,rural,technical,6,rented,young_family,5
10135,55,F,urban,primary,1,owned,pre_mature,0
10136,29,M,urban,university,5,rented,young_family,4
10137,59,M,rural,university,3,rented,pre_mature,2
10138,20,M,rural,university,7,owned,single,6
10139,42,M,urban,secondary,6,rented,mid_family,5
10140,52,F,urban,technical,1,owned,senior_family,0
10141,38,F,urban,secondary,1,owned,mid_family,0
10142,39,F,urban,university,4,rented,mid_family,3
10143,21,F,urban,primary,4,rented,single,3
10144,71,M,urban,secondary,1,family,mature,0
10145,20,F,urban,university,1,owned,single,0
10146,37,M,urban,secondary,6,owned,mid_family,5
10147,69,F,rural,technical,5,owned,mature,4
10148,50,F,rural,secondary,2,owned,senior_family,1
10149,45,F,urban,none,3,other,senior_family,2
10150,37,F,rural,primary,3,rented,mid_family,2
10151,21,M,urban,primary,7,rented,single,6
10152,38,F,urban,primary,2,rented,mid_family,1
10153,48,F,urban,secondary,1,owned,senior_family,0
10154,38,M,rural,technical,5,family,mid_family,4
10155,44,F,rural,secondary,2,rented,mid_family,1
10156,52,M,rural,technical,1,owned,senior_family,0
10157,43,M,urban,primary,3,other,mid_family,2
10158,38,F,rural,secondary,6,other,mid_family,5
10159,67,M,urban,technical,7,family,mature,6
10160,26,F,urban,technical,4,other,young_family,3
10161,48,F,urban,none,4,family,senior_family,3
10162,27,F,urban,secondary,2,rented,young_family,1
10163,25,F,rural,primary,2,owned,young_family,1
10164,48,F,urban,technical,4,rented,senior_family,3
10165,20,M,urban,secondary,1,rented,single,0
10166,42,F,rural,secondary,5,owned,mid_family,4
10167,34,M,urban,secondary,2,rented,young_family,1
10168,67,M,urban,none,5,rented,mature,4
10169,29,F,urban,primary,2,rented,young_family,1
10170,20,M,rural,primary,5,owned,single,4
10171,21,M,rural,none,5,rented,single,4
10172,33,F,rural,secondary,5,owned,young_family,4
10173,18,M,urban,secondary,4,rented,single,3
10174,57,M,urban,technical,4,rented,pre_mature,3
10175,20,M,urban,primary,7,rented,single,6
10176,57,F,rural,university,3,owned,pre_mature,2
10177,31,M,urban,primary,2,owned,young_family,1
10178,22,F,urban,secondary,4,owned,single,3
10179,40,F,urban,primary,2,rented,mid_family,1
10180,32,M,urban,technical,6,rented,young_family,5
10181,47,F,urban,primary,4,owned,senior_family,3
10182,30,M,urban,secondary,6,rented,young_family,5
10183,71,F,urban,technical,3,family,mature,2
10184,72,F,urban,secondary,6,rented,mature,5
10185,37,F,urban,secondary,2,rented,mid_family,1
10186,70,M,urban,university,3,rented,mature,2
10187,73,M,urban,secondary,1,rented,mature,0
10188,73,F,urban,technical,7,owned,mature,6
10189,36,M,urban,technical,4,rented,mid_family,3
10190,26,M,urban,university,3,owned,young_family,2
10191,55,M,urban,secondary,3,owned,pre_mature,2
10192,57,F,rural,secondary,3,owned,pre_mature,2
10193,45,M,rural,primary,5,rented,senior_family,4
10194,47,M,rural,primary,7,rented,senior_family,6
10195,39,F,rural,secondary,3,rented,mid_family,2
10196,60,F,urban,secondary,5,owned,pre_mature,4
10197,65,F,urban,primary,6,owned,mature,5
10198,30,F,urban,primary,7,family,young_family,6
10199,68,M,urban,primary,2,owned,mature,1
10200,19,F,urban,secondary,1,rented,single,0
10201,56,F,rural,none,5,owned,pre_mature,4
10202,24,M,rural,secondary,3,owned,single,2
10203,29,F,urban,primary,5,other,young_family,4
10204,46,M,urban,secondary,4,other,senior_family,3
10205,32,M,rural,technical,3,owned,young_family,2
10206,73,M,rural,primary,4,owned,mature,3
10207,59,F,rural,technical,3,family,pre_mature,2
10208,19,M,urban,technical,6,rented,single,5
10209,35,F,urban,university,1,rented,mid_family,0
10210,51,F,rural,secondary,5,rented,senior_family,4
10211,26,M,urban,secondary,6,rented,young_family,5
10212,29,F,rural,secondary,2,owned,young_family,1
10213,20,M,rural,secondary,5,rented,single,4
10214,22,F,rural,primary,6,family,single,5
10215,72,M,urban,secondary,1,family,mature,0
10216,53,F,rural,primary,6,family,senior_family,5
10217,34,F,urban,primary,5,owned,young_family,4
10218,39,F,rural,primary,2,other,mid_family,1
10219,48,F,urban,technical,3,rented,senior_family,2
10220,60,M,urban,secondary,2,rented,pre_mature,1
10221,34,M,urban,secondary,7,rented,young_family,6
10222,39,F,rural,technical,1,rented,mid_family,0
10223,46,M,rural,technical,3,other,senior_family,2
10224,23,M,urban,secondary,5,rented,single,4
10225,29,F,urban,primary,2,family,young_family,1
10226,59,M,urban,primary,7,owned,pre_mature,6
10227,64,M,urban,secondary,5,rented,pre_mature,4
10228,55,F,urban,primary,5,rented,pre_mature,4
10229,70,M,urban,secondary,7,rented,mature,6
10230,69,F,urban,secondary,1,owned,mature,0
10231,55,F,rural,primary,5,rented,pre_mature,4
10232,57,F,urban,secondary,7,owned,pre_mature,6
10233,36,F,urban,technical,1,owned,mid_family,0
10234,18,M,urban,secondary,6,rented,single,5
10235,33,M,urban,secondary,4,owned,young_family,3
10236,65,F,urban,secondary,6,rented,mature,5
10237,60,M,rural,primary,1,owned,pre_mature,0
10238,49,F,urban,technical,7,rented,senior_family,6
10239,49,M,urban,primary,5,rented,senior_family,4
10240,18,M,urban,primary,3,rented,single,2
10241,28,M,urban,primary,2,rented,young_family,1
10242,63,M,rural,technical,2,owned,pre_mature,1
10243,70,F,urban,secondary,7,rented,mature,6
10244,61,M,rural,none,5,other,pre_mature,4
10245,30,M,rural,primary,6,rented,young_family,5
10246,74,M,rural,primary,7,other,mature,6
10247,46,F,rural,primary,2,rented,senior_family,1
10248,45,F,urban,secondary,2,rented,senior_family,1
10249,41,M,rural,university,4,owned,mid_family,3
10250,62,F,urban,none,4,family,pre_mature,3
10251,58,F,urban,primary,3,owned,pre_mature,2
10252,58,M,urban,secondary,7,owned,pre_mature,6
10253,18,M,urban,secondary,4,owned,single,3
10254,46,F,urban,primary,2,family,senior_family,1
10255,25,F,urban,secondary,4,owned,young_family,3
10256,27,F,urban,secondary,3,rented,young_family,2
10257,59,F,urban,university,5,rented,pre_mature,4
10258,43,M,urban,none,6,owned,mid_family,5
10259,70,F,urban,university,3,rented,mature,2
10260,26,M,urban,technical,5,rented,young_family,4
10261,72,F,urban,primary,5,owned,mature,4
10262,35,F,urban,secondary,1,owned,mid_family,0
10263,54,M,urban,university,6,owned,senior_family,5
10264,67,M,urban,primary,4,rented,mature,3
10265,26,M,urban,secondary,6,rented,young_family,5
10266,32,M,urban,university,3,rented,young_family,2
10267,35,M,urban,primary,6,owned,mid_family,5
10268,65,M,urban,secondary,7,rented,mature,6
10269,70,M,urban,primary,1,owned,mature,0
10270,19,F,urban,primary,3,rented,single,2
10271,63,M,urban,technical,4,family,pre_mature,3
10272,45,M,rural,secondary,5,rented,senior_family,4
10273,57,M,urban,university,3,rented,pre_mature,2
10274,60,F,rural,university,4,family,pre_mature,3
10275,55,F,rural,primary,2,family,pre_mature,1
10276,67,M,urban,primary,2,owned,mature,1
10277,30,F,urban,none,5,rented,young_family,4
10278,19,F,urban,secondary,3,owned,single,2
10279,47,M,urban,secondary,4,rented,senior_family,3
10280,63,M,urban,primary,7,owned,pre_mature,6
10281,30,F,urban,primary,1,rented,young_family,0
10282,68,F,urban,secondary,2,rented,mature,1
10283,25,F,rural,primary,4,rented,young_family,3
10284,26,M,urban,secondary,3,rented,young_family,2
10285,68,M,urban,primary,2,rented,mature,1
10286,20,M,urban,primary,4,family,single,3
10287,73,M,urban,secondary,2,owned,mature,1
10288,29,F,urban,secondary,2,rented,young_family,1
10289,27,M,rural,primary,5,rented,young_family,4
10290,31,F,rural,technical,4,owned,young_family,3
10291,65,F,urban,university,7,owned,mature,6
10292,28,F,urban,technical,1,rented,young_family,0
10293,53,F,urban,none,3,owned,senior_family,2
10294,51,F,urban,secondary,5,owned,senior_family,4
10295,55,M,urban,primary,6,rented,pre_mature,5
10296,32,F,urban,technical,6,owned,young_family,5
10297,63,F,urban,primary,6,rented,pre_mature,5
10298,59,F,rural,primary,7,owned,pre_mature,6
10299,54,M,urban,primary,3,family,senior_family,2
10300,47,M,urban,secondary,2,rented,senior_family,1
10301,45,M,urban,primary,7,rented,senior_family,6
10302,44,M,urban,technical,5,rented,mid_family,4
10303,67,M,urban,primary,5,rented,mature,4
10304,67,F,urban,secondary,1,owned,mature,0
10305,31,M,rural,university,2,owned,young_family,1
10306,51,M,urban,secondary,5,rented,senior_family,4
10307,59,M,rural,secondary,4,rented,pre_mature,3
10308,33,F,urban,secondary,6,owned,young_family,5
10309,28,M,urban,secondary,3,owned,young_family,2
10310,23,F,urban,primary,4,rented,single,3
10311,26,M,urban,primary,2,rented,young_family,1
10312,48,F,urban,technical,6,family,senior_family,5
10313,45,M,urban,university,2,family,senior_family,1
10314,60,F,rural,university,2,rented,pre_mature,1
10315,64,M,urban,primary,7,rented,pre_mature,6
10316,56,M,urban,primary,3,other,pre_mature,2
10317,43,M,rural,technical,4,owned,mid_family,3
10318,63,F,urban,primary,7,rented,pre_mature,6
10319,68,M,urban,university,1,rented,mature,0
10320,62,M,rural,technical,1,rented,pre_mature,0
10321,54,F,urban,primary,4,owned,senior_family,3
10322,47,F,urban,technical,5,owned,senior_family,4
10323,34,F,rural,secondary,7,rented,young_family,6
10324,33,M,rural,technical,6,family,young_family,5
10325,69,F,urban,secondary,2,rented,mature,1
10326,65,F,urban,primary,3,owned,mature,2
10327,67,F,urban,technical,4,other,mature,3
10328,43,M,rural,secondary,4,rented,mid_family,3
10329,61,M,rural,secondary,7,rented,pre_mature,6
10330,25,M,rural,primary,5,other,young_family,4
10331,69,F,urban,none,3,owned,mature,2
10332,68,F,urban,secondary,1,rented,mature,0
10333,53,F,urban,none,2,owned,senior_family,1
10334,29,F,urban,primary,6,rented,young_family,5
10335,62,F,urban,university,2,rented,pre_mature,1
10336,27,F,urban,university,4,owned,young_family,3
10337,20,M,rural,secondary,3,rented,single,2
10338,28,M,urban,secondary,6,rented,young_family,5
10339,44,F,urban,secondary,1,rented,mid_family,0
10340,29,F,urban,technical,3,owned,young_family,2
10341,56,M,urban,secondary,3,rented,pre_mature,2
10342,33,M,rural,secondary,2,owned,young_family,1
10343,62,M,urban,secondary,5,owned,pre_mature,4
10344,50,M,rural,secondary,6,rented,senior_family,5
10345,53,F,urban,secondary,3,rented,senior_family,2
10346,30,M,urban,university,5,family,young_family,4
10347,52,F,rural,secondary,6,rented,senior_family,5
10348,67,F,urban,university,6,owned,mature,5
10349,49,F,urban,secondary,7,rented,senior_family,6
10350,42,M,urban,secondary,3,rented,mid_family,2
10351,51,M,urban,primary,3,family,senior_family,2
10352,44,M,urban,university,7,owned,mid_family,6
10353,18,M,urban,secondary,4,rented,single,3
10354,57,M,urban,technical,3,owned,pre_mature,2
10355,46,F,urban,secondary,4,owned,senior_family,3
10356,21,M,rural,primary,2,owned,single,1
10357,67,M,rural,primary,6,rented,mature,5
10358,35,M,urban,technical,3,rented,mid_family,2
10359,62,M,urban,secondary,4,rented,pre_mature,3
10360,57,M,rural,secondary,1,other,pre_mature,0
10361,49,M,urban,primary,1,owned,senior_family,0
10362,39,F,urban,university,3,rented,mid_family,2
10363,68,F,rural,primary,6,rented,mature,5
10364,23,M,urban,university,1,family,single,0
10365,28,F,urban,technical,6,rented,young_family,5
10366,45,F,urban,primary,2,owned,senior_family,1
10367,18,F,urban,secondary,4,rented,single,3
10368,30,F,urban,technical,2,owned,young_family,1
10369,24,F,rural,secondary,4,family,single,3
10370,68,M,urban,technical,2,other,mature,1
10371,20,F,rural,secondary,3,other,single,2
10372,24,F,urban,primary,5,owned,single,4
10373,67,F,urban,university,2,rented,mature,1
10374,22,F,rural,primary,5,rented,single,4
10375,33,M,rural,technical,5,rented,young_family,4
10376,49,M,urban,secondary,3,other,senior_family,2
10377,21,F,urban,secondary,7,rented,single,6
10378,29,F,urban,primary,1,owned,young_family,0
10379,70,F,urban,secondary,3,owned,mature,2
10380,66,F,urban,secondary,6,owned,mature,5
10381,54,M,urban,technical,6,family,senior_family,5
10382,28,M,urban,university,6,rented,young_family,5
10383,72,M,urban,none,3,owned,mature,2
10384,45,F,urban,secondary,7,owned,senior_family,6
10385,39,F,urban,primary,3,owned,mid_family,2
10386,60,M,urban,technical,7,rented,pre_mature,6
10387,57,M,urban,technical,6,rented,pre_mature,5
10388,20,F,rural,primary,5,owned,single,4
10389,53,F,urban,none,5,owned,senior_family,4
10390,74,M,rural,university,3,owned,mature,2
10391,56,F,rural,none,5,owned,pre_mature,4
10392,61,M,urban,primary,6,rented,pre_mature,5
10393,56,M,rural,technical,6,rented,pre_mature,5
10394,37,F,urban,secondary,4,rented,mid_family,3
10395,29,F,urban,primary,7,rented,young_family,6
10396,44,M,urban,university,7,rented,mid_family,6
10397,34,M,urban,technical,4,rented,young_family,3
10398,26,M,rural,secondary,6,rented,young_family,5
10399,53,F,rural,university,6,rented,senior_family,5
10400,40,M,urban,technical,2,rented,mid_family,1
10401,57,M,urban,secondary,1,rented,pre_mature,0
10402,35,F,urban,technical,3,family,mid_family,2
10403,30,F,urban,primary,1,rented,young_family,0
10404,35,M,urban,primary,6,rented,mid_family,5
10405,18,F,urban,primary,1,family,single,0
10406,61,F,urban,technical,7,owned,pre_mature,6
10407,57,F,urban,primary,6,family,pre_mature,5
10408,63,F,urban,none,4,rented,pre_mature,3
10409,56,M,urban,secondary,1,rented,pre_mature,0
10410,38,M,urban,primary,4,rented,mid_family,3
10411,68,M,urban,secondary,4,owned,mature,3
10412,24,M,urban,university,2,rented,single,1
10413,54,F,urban,technical,2,family,senior_family,1
10414,20,M,rural,primary,5,rented,single,4
10415,60,F,rural,university,3,rented,pre_mature,2
10416,72,F,urban,none,1,owned,mature,0
10417,53,M,urban,secondary,2,owned,senior_family,1
10418,23,M,rural,secondary,4,rented,single,3
10419,22,F,rural,technical,5,family,single,4
10420,55,M,urban,university,5,owned,pre_mature,4
10421,45,M,urban,secondary,1,rented,senior_family,0
10422,23,M,urban,secondary,2,rented,single,1
10423,53,F,urban,secondary,3,owned,senior_family,2
10424,63,F,rural,none,4,owned,pre_mature,3
10425,54,M,urban,technical,6,family,senior_family,5
10426,38,F,urban,secondary,6,owned,mid_family,5
10427,74,M,urban,primary,4,owned,mature,3
10428,36,M,urban,primary,5,other,mid_family,4
10429,74,M,urban,primary,4,owned,mature,3
10430,19,F,urban,secondary,2,rented,single,1
10431,23,F,urban,technical,3,family,single,2
10432,72,F,urban,technical,1,owned,mature,0
10433,25,F,urban,primary,5,rented,young_family,4
